users.qq.com	[123.206.33.170]
pos.qq.com	[0.0.0.1]
prize.qq.com	[125.39.133.40]
privacy.qq.com	[203.205.151.47]
ptp.qq.com	[0.0.0.1]
pu.qq.com	[0.0.0.1]
point.qq.com	[61.151.217.46 101.226.86.182]
puke.qq.com	[0.0.0.1]
push.qq.com	[0.0.0.1]
qian.qq.com	[203.205.151.51]
q.qq.com	[58.247.206.188]
qc.qq.com	[0.0.0.1]
qb.qq.com	[163.177.67.112]
qm.qq.com	[203.205.151.26]
qad.qq.com	[0.0.0.1]
qi.qq.com	[0.0.0.1]
quan.qq.com	[203.205.179.230 203.205.179.231]
ptt.qq.com	[61.151.217.46 101.226.86.182]
qzone.qq.com	[203.205.138.57 203.205.138.79 203.205.158.59 203.205.158.37 203.205.158.38]
rain.qq.com	[203.205.151.47]
qt.qq.com	[203.205.151.51]
qms.qq.com	[0.0.0.1]
rap.qq.com	[203.205.151.47]
quiz.qq.com	[0.0.0.1]
randy.qq.com	[0.0.0.1]
raz.qq.com	[203.205.158.63 203.205.158.62 203.205.158.60 203.205.158.61]
recruit.qq.com	[203.205.151.14]
ranch.qq.com	[0.0.0.1]
rar.qq.com	[0.0.0.1]
reader.qq.com	[203.205.151.243 203.205.142.162]
relax.qq.com	[101.226.86.182 61.151.217.46]
repair.qq.com	[0.0.0.1]
request.qq.com	[0.0.0.1]
rf.qq.com	[203.205.158.38 203.205.138.57 203.205.138.79 203.205.158.59 203.205.158.37]
rh.qq.com	[0.0.0.1]
retail.qq.com	[203.205.179.230 203.205.179.231]
rk.qq.com	[0.0.0.1]
rm.qq.com	[0.0.0.1]
rmp.qq.com	[118.25.34.111]
rms.qq.com	[0.0.0.1]
robotics.qq.com	[203.205.128.186]
rlm.qq.com	[0.0.0.1]
road.qq.com	[0.0.0.1]
robot.qq.com	[0.0.0.1]
rl.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
ring.qq.com	[58.251.148.139 58.251.148.247]
rom.qq.com	[163.177.73.175 163.177.73.176 163.177.73.178 163.177.73.162]
ros.qq.com	[101.226.86.182 61.151.217.46]
rong.qq.com	[103.7.30.123]
roll.qq.com	[125.39.240.46]
rp.qq.com	[0.0.0.1]
robotic.qq.com	[0.0.0.1]
rule.qq.com	[0.0.0.1]
run.qq.com	[103.7.30.39]
rz.qq.com	[163.177.92.75]
rust.qq.com	[0.0.0.1]
sai.qq.com	[0.0.0.1]
sad.qq.com	[0.0.0.1]
rtc.qq.com	[123.151.42.30]
rtx.qq.com	[103.7.30.111]
sandbox.qq.com	[0.0.0.1]
sale.qq.com	[203.205.158.59 203.205.158.37 203.205.158.38 203.205.138.57 203.205.138.79]
sandwich.qq.com	[0.0.0.1]
sas.qq.com	[58.250.137.27]
sand.qq.com	[0.0.0.1]
save.qq.com	[101.226.86.182 61.151.217.46]
say.qq.com	[203.205.219.231]
screen.qq.com	[0.0.0.1]
sds.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
sdg.qq.com	[0.0.0.1]
see.qq.com	[0.0.0.1]
scan.qq.com	[101.226.89.167]
selene.qq.com	[0.0.0.1]
sdc.qq.com	[193.112.227.136]
seals.qq.com	[0.0.0.1]
rainbow.qq.com	[0.0.0.1]
shaka.qq.com	[14.215.158.28]
seven.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
seraph.qq.com	[101.226.86.182 61.151.217.46]
sen.qq.com	[0.0.0.1]
sgm.qq.com	[0.0.0.1]
sgn.qq.com	[0.0.0.1]
shen.qq.com	[0.0.0.1]
sharp.qq.com	[0.0.0.1]
shang.qq.com	[58.251.100.24]
shell.qq.com	[203.205.147.195]
shine.qq.com	[101.226.86.182 61.151.217.46]
shi.qq.com	[121.51.131.47]
shanghai.qq.com	[0.0.0.1]
she.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
sing.qq.com	[0.0.0.1]
sight.qq.com	[0.0.0.1]
show.qq.com	[203.205.147.218]
sif.qq.com	[123.207.157.208]
shark.qq.com	[203.205.158.53 203.205.158.54 203.205.158.34 203.205.138.71 203.205.158.55 203.205.158.56 203.205.158.35]
singer.qq.com	[0.0.0.1]
sjb.qq.com	[14.215.153.89]
signature.qq.com	[203.205.151.247]
slab.qq.com	[203.205.128.167]
slide.qq.com	[0.0.0.1]
slg.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
small.qq.com	[0.0.0.1]
smash.qq.com	[0.0.0.1]
skynet.qq.com	[183.36.108.153]
smtp.qq.com	[14.17.57.241 14.18.245.164]
smp.qq.com	[0.0.0.1]
smite.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
skin.qq.com	[0.0.0.1]
snow.qq.com	[0.0.0.1]
snip.qq.com	[103.7.30.111]
soccer.qq.com	[203.205.151.47]
sns.qq.com	[0.0.0.1]
soft.qq.com	[203.205.128.167]
soma.qq.com	[103.7.30.79]
smart.qq.com	[58.251.148.139 58.251.148.247]
sml.qq.com	[0.0.0.1]
smd.qq.com	[0.0.0.1]
sou.qq.com	[203.205.151.14]
soso.qq.com	[0.0.0.1]
sp.qq.com	[183.232.94.102]
spec.qq.com	[0.0.0.1]
space.qq.com	[203.205.151.47]
soul.qq.com	[0.0.0.1]
sound.qq.com	[0.0.0.1]
spark.qq.com	[0.0.0.1]
sonic.qq.com	[0.0.0.1]
speech.qq.com	[0.0.0.1]
speed.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
sporter.qq.com	[163.177.92.108]
spring.qq.com	[0.0.0.1]
sprite.qq.com	[0.0.0.1]
srf.qq.com	[111.202.101.33]
ssp.qq.com	[0.0.0.1]
sss.qq.com	[0.0.0.1]
srv.qq.com	[0.0.0.1]
stack.qq.com	[0.0.0.1]
sq.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
stars.qq.com	[103.7.30.123]
ssl.qq.com	[203.205.151.50]
ssk.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
stock.qq.com	[203.205.151.47]
stream.qq.com	[0.0.0.1]
stone.qq.com	[0.0.0.1]
style.qq.com	[203.205.138.57 203.205.138.79 203.205.158.59 203.205.158.37 203.205.158.38]
strong.qq.com	[0.0.0.1]
stun.qq.com	[0.0.0.1]
study.qq.com	[203.205.179.230 203.205.179.231]
story.qq.com	[58.247.214.46]
stride.qq.com	[0.0.0.1]
supers.qq.com	[203.205.158.59 203.205.158.37 203.205.158.38 203.205.138.57 203.205.138.79]
survey.qq.com	[0.0.0.1]
svr.qq.com	[0.0.0.1]
sx.qq.com	[0.0.0.1]
sura.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
tae.qq.com	[0.0.0.1]
sync.qq.com	[0.0.0.1]
tactic.qq.com	[113.96.231.227]
tad.qq.com	[0.0.0.1]
super.qq.com	[203.205.147.218]
table.qq.com	[0.0.0.1]
tablet.qq.com	[61.151.217.46 101.226.86.182]
tang.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
sxl.qq.com	[0.0.0.1]
tams.qq.com	[203.205.147.195]
tank.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
tarot.qq.com	[0.0.0.1]
tao.qq.com	[0.0.0.1]
tan.qq.com	[0.0.0.1]
tango.qq.com	[0.0.0.1]
target.qq.com	[0.0.0.1]
tav.qq.com	[203.205.128.168 203.205.128.169]
tai.qq.com	[0.0.0.1]
tdc.qq.com	[183.232.91.114]
teach.qq.com	[0.0.0.1]
tb.qq.com	[58.250.135.154]
tcs.qq.com	[223.167.154.100]
tab.qq.com	[203.205.219.231]
tcss.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
tar.qq.com	[203.205.128.169 203.205.128.168]
tba.qq.com	[0.0.0.1]
tec.qq.com	[0.0.0.1]
ten.qq.com	[0.0.0.1]
tbh.qq.com	[0.0.0.1]
tea.qq.com	[163.177.92.68]
tdd.qq.com	[203.205.138.150 203.205.138.228 203.205.138.237 203.205.138.231 203.205.138.187 203.205.138.238 203.205.138.152 203.205.138.226 203.205.138.104 203.205.138.44 203.205.138.227 203.205.138.17 203.205.138.45 203.205.138.15 203.205.138.245]
tgc.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
tfc.qq.com	[203.205.151.51]
tgpc.qq.com	[203.205.179.231 203.205.179.230]
teta.qq.com	[203.205.179.230 203.205.179.231]
tex.qq.com	[0.0.0.1]
tas.qq.com	[203.205.128.186]
thinker.qq.com	[203.205.151.47]
tic.qq.com	[0.0.0.1]
ti.qq.com	[203.205.151.21]
tim.qq.com	[203.205.151.50]
tes.qq.com	[203.205.179.230 203.205.179.231]
tel.qq.com	[101.226.86.182 61.151.217.46]
tips.qq.com	[140.207.69.85]
tga.qq.com	[203.205.158.63 203.205.158.62 203.205.158.60 203.205.158.61]
timi.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
tita.qq.com	[163.177.73.162 163.177.73.175 163.177.73.176 163.177.73.178]
time.qq.com	[203.205.151.47]
tmo.qq.com	[203.205.147.195]
times.qq.com	[0.0.0.1]
timo.qq.com	[0.0.0.1]
toma.qq.com	[125.39.247.204]
ticket.qq.com	[0.0.0.1]
tl.qq.com	[0.0.0.1]
tong.qq.com	[0.0.0.1]
tmc.qq.com	[203.205.151.47]
tnt.qq.com	[0.0.0.1]
tmp.qq.com	[203.205.151.47]
tms.qq.com	[163.177.73.162 163.177.73.175 163.177.73.176 163.177.73.178]
toc.qq.com	[0.0.0.1]
tos.qq.com	[163.177.73.176 163.177.73.178 163.177.73.162 163.177.73.175]
tps.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
toy.qq.com	[183.3.225.64]
trace.qq.com	[103.7.30.118]
ting.qq.com	[119.28.109.132 118.191.216.42 118.191.216.57]
trans.qq.com	[203.205.158.63 203.205.158.62 203.205.158.60 203.205.158.61]
travel.qq.com	[0.0.0.1]
transfer.qq.com	[203.205.179.231 203.205.179.230]
toshiba.qq.com	[0.0.0.1]
trident.qq.com	[0.0.0.1]
trip.qq.com	[0.0.0.1]
town.qq.com	[0.0.0.1]
trust.qq.com	[0.0.0.1]
tsingtao.qq.com	[0.0.0.1]
tsa.qq.com	[0.0.0.1]
tsc.qq.com	[140.207.62.121]
tts.qq.com	[203.205.151.21]
tsw.qq.com	[0.0.0.1]
tsh.qq.com	[180.153.210.15]
tui.qq.com	[0.0.0.1]
ttt.qq.com	[0.0.0.1]
touch.qq.com	[61.151.217.46 101.226.86.182]
trp.qq.com	[203.205.128.167]
ttl.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
tstar.qq.com	[0.0.0.1]
tsp.qq.com	[0.0.0.1]
ty.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
twx.qq.com	[117.135.175.157]
tyre.qq.com	[0.0.0.1]
twin.qq.com	[203.205.151.47]
ud.qq.com	[183.61.56.28]
ul.qq.com	[0.0.0.1]
ufo.qq.com	[0.0.0.1]
ugo.qq.com	[182.254.5.159]
tutor.qq.com	[0.0.0.1]
tutu.qq.com	[103.7.30.123]
ulab.qq.com	[0.0.0.1]
ucar.qq.com	[59.37.97.80]
ur.qq.com	[203.205.151.247]
urban.qq.com	[203.205.142.166]
vac.qq.com	[184.51.15.190 184.51.15.151]
utp.qq.com	[203.205.147.245]
vas.qq.com	[112.90.74.175]
vehicle.qq.com	[0.0.0.1]
verify.qq.com	[163.177.68.211]
view.qq.com	[203.205.151.47]
viso.qq.com	[0.0.0.1]
vivo.qq.com	[0.0.0.1]
visual.qq.com	[0.0.0.1]
vote.qq.com	[0.0.0.1]
vv.qq.com	[0.0.0.1]
vs.qq.com	[203.205.151.47]
wal.qq.com	[203.205.147.245]
wai.qq.com	[163.177.73.175 163.177.73.176 163.177.73.178 163.177.73.162]
walton.qq.com	[0.0.0.1]
wang.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
watch.qq.com	[0.0.0.1]
wb.qq.com	[59.36.121.160]
webproxy.qq.com	[163.177.68.177 163.177.68.188]
we.qq.com	[203.205.143.159]
water.qq.com	[0.0.0.1]
wc.qq.com	[203.205.151.47]
weather.qq.com	[203.205.151.47]
wall.qq.com	[0.0.0.1]
war.qq.com	[0.0.0.1]
volunteer.qq.com	[163.177.68.211]
wg.qq.com	[0.0.0.1]
vnet.qq.com	[0.0.0.1]
wei.qq.com	[121.51.131.47]
way.qq.com	[101.226.86.182 61.151.217.46]
wind.qq.com	[0.0.0.1]
wh.qq.com	[203.205.151.210]
wimbledon.qq.com	[203.205.151.47]
wis.qq.com	[140.143.42.115]
winner.qq.com	[0.0.0.1]
winer.qq.com	[0.0.0.1]
where.qq.com	[61.151.217.46 101.226.86.182]
wing.qq.com	[0.0.0.1]
widget.qq.com	[203.205.219.231]
wise.qq.com	[182.254.118.8]
whs.qq.com	[203.205.128.169 203.205.128.168]
wo.qq.com	[0.0.0.1]
wit.qq.com	[0.0.0.1]
wings.qq.com	[0.0.0.1]
wp.qq.com	[58.251.100.24]
wr.qq.com	[100.118.129.182]
wk.qq.com	[101.226.86.182 61.151.217.46]
word.qq.com	[0.0.0.1]
woz.qq.com	[0.0.0.1]
wsi.qq.com	[203.205.151.48]
wt.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
workshop.qq.com	[0.0.0.1]
wsk.qq.com	[59.37.97.95]
wpo.qq.com	[163.177.73.178 163.177.73.162 163.177.73.175 163.177.73.176]
wow.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
wsj.qq.com	[0.0.0.1]
x.qq.com	[0.0.0.1]
wx.qq.com	[203.205.151.221]
xcd.qq.com	[0.0.0.1]
xc.qq.com	[203.205.128.167]
xb.qq.com	[0.0.0.1]
write.qq.com	[203.205.142.207]
xh.qq.com	[223.167.154.54]
xing.qq.com	[125.39.133.28]
wsq.qq.com	[203.205.128.161]
wsm.qq.com	[203.205.151.48]
wpc.qq.com	[0.0.0.1]
xg.qq.com	[183.3.225.63]
wl.qq.com	[203.205.138.57 203.205.138.79 203.205.158.59 203.205.158.37 203.205.158.38]
xn.qq.com	[0.0.0.1]
xring.qq.com	[58.251.148.139 58.251.148.247]
wtc.qq.com	[0.0.0.1]
xl.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
xiao.qq.com	[0.0.0.1]
xlab.qq.com	[203.205.128.167]
xd.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
wuxian.qq.com	[101.226.86.182 61.151.217.46]
xian.qq.com	[203.205.151.47]
xia.qq.com	[203.205.158.63 203.205.158.62 203.205.158.60 203.205.158.61]
xun.qq.com	[203.205.158.63 203.205.158.62 203.205.158.60 203.205.158.61]
xs.qq.com	[0.0.0.1]
yo.qq.com	[0.0.0.1]
xt.qq.com	[203.205.151.41]
yes.qq.com	[0.0.0.1]
yao.qq.com	[140.207.127.117]
yin.qq.com	[0.0.0.1]
ys.qq.com	[0.0.0.1]
yue.qq.com	[103.7.30.123]
you.qq.com	[0.0.0.1]
xxxx.qq.com	[0.0.0.1]
yp.qq.com	[0.0.0.1]
xx.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
yr.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
yy.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
zhu.qq.com	[0.0.0.1]
zion.qq.com	[0.0.0.1]
yule.qq.com	[103.7.30.123]
zero.qq.com	[0.0.0.1]
z.qq.com	[203.205.138.57 203.205.138.79 203.205.158.59 203.205.158.37 203.205.158.38]
zoo.qq.com	[0.0.0.1]
zz.qq.com	[0.0.0.1]
zb.qq.com	[203.205.138.79 203.205.158.59 203.205.158.37 203.205.158.38 203.205.138.57]
yun.qq.com	[119.28.34.128 119.28.38.179]
qh.qq.com	[0.0.0.1]
nx.qq.com	[0.0.0.1]
yn.qq.com	[103.7.30.123]
xz.qq.com	[0.0.0.1]
xj.qq.com	[203.205.158.63 203.205.158.62 203.205.158.60 203.205.158.61]
web2.qq.com	[203.205.219.231]
gx.qq.com	[103.7.30.123]
mx2.qq.com	[157.255.174.11]
vod.qq.com	[0.0.0.1]
join.qq.com	[183.232.93.167]
web3.qq.com	[203.205.219.231]
123.qq.com	[103.7.30.123]
lian.qq.com	[0.0.0.1]
mx3.qq.com	[103.7.30.40]
webapp.qq.com	[103.7.30.123]
2014.qq.com	[203.205.151.47]
gz.qq.com	[103.7.30.123]
yc.qq.com	[101.226.103.89]
webservice.qq.com	[0.0.0.1]
qq.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
zh.qq.com	[0.0.0.1]
400.qq.com	[0.0.0.1]
2010.qq.com	[203.205.151.47]
t7.qq.com	[203.205.158.63 203.205.158.62 203.205.158.60 203.205.158.61]
zj.qq.com	[203.205.151.47]
ipad.qq.com	[203.205.151.47]
qd.qq.com	[0.0.0.1]
zx.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
888.qq.com	[203.205.151.12]
preview.qq.com	[0.0.0.1]
review.qq.com	[0.0.0.1]
baike.qq.com	[203.205.179.231 203.205.179.230]
webgame.qq.com	[0.0.0.1]
weixin.qq.com	[103.7.30.120]
jz.qq.com	[58.250.137.79]
yx.qq.com	[203.205.128.167]
zy.qq.com	[0.0.0.1]
jy.qq.com	[58.251.148.247 58.251.148.139]
jx.qq.com	[103.7.30.123]
feed.qq.com	[0.0.0.1]
zt.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
weibo.qq.com	[184.51.15.142 184.51.15.172]
rx.qq.com	[0.0.0.1]
password.qq.com	[14.17.41.220]
ww2.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
school.qq.com	[140.207.127.95]
player.qq.com	[203.205.138.19 203.205.158.66 203.205.158.52]
yw.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
hospital.qq.com	[203.205.179.230 203.205.179.231]
fashion.qq.com	[203.205.151.47]
meet.qq.com	[101.226.86.182 61.151.217.46]
t1.qq.com	[0.0.0.1]
ebook.qq.com	[101.226.103.89]
1111.qq.com	[0.0.0.1]
lz.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
xm.qq.com	[203.205.151.47]
mx4.qq.com	[0.0.0.1]
w5.qq.com	[1.1.1.1]
168.qq.com	[0.0.0.1]
qz.qq.com	[203.205.147.218]
v5.qq.com	[203.205.151.41]
big5.qq.com	[0.0.0.1]
zk.qq.com	[203.205.138.20 203.205.138.21 203.205.158.65 203.205.158.64 203.205.158.58]
m4.qq.com	[203.205.128.167]
try.qq.com	[203.205.142.160]
esales.qq.com	[14.17.32.248]
im2.qq.com	[203.205.219.231]
report.qq.com	[103.7.30.123]
oauth.qq.com	[0.0.0.1]
111.qq.com	[0.0.0.1]
qr.qq.com	[0.0.0.1]
ad1.qq.com	[0.0.0.1]
zc.qq.com	[203.205.151.21]
xq.qq.com	[0.0.0.1]
4g.qq.com	[163.177.73.175 163.177.73.176 163.177.73.178 163.177.73.162]
yh.qq.com	[0.0.0.1]
m5.qq.com	[203.205.128.167]
c4.qq.com	[0.0.0.1]
f1.qq.com	[103.7.30.123]
yz.qq.com	[0.0.0.1]
hebei.qq.com	[203.205.151.47]
800.qq.com	[0.0.0.1]
todo.qq.com	[0.0.0.1]
114.qq.com	[183.232.94.102]
shanxi.qq.com	[0.0.0.1]
peixun.qq.com	[0.0.0.1]
bbs1.qq.com	[0.0.0.1]
lining.qq.com	[0.0.0.1]
hx.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
666.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
wj.qq.com	[203.205.151.247]
xy.qq.com	[203.205.158.63 203.205.158.62 203.205.158.60 203.205.158.61]
zt2.qq.com	[0.0.0.1]
mov.qq.com	[183.3.235.196]
999.qq.com	[0.0.0.1]
jie.qq.com	[0.0.0.1]
xk.qq.com	[0.0.0.1]
777.qq.com	[0.0.0.1]
c2.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
piao.qq.com	[0.0.0.1]
wenwen.qq.com	[58.250.137.84]
bx.qq.com	[0.0.0.1]
zf.qq.com	[117.144.242.111]
diy.qq.com	[103.7.30.123]
kaoshi.qq.com	[0.0.0.1]
yl.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
pinpai.qq.com	[0.0.0.1]
exmail.qq.com	[103.7.30.46]
l2.qq.com	[203.205.151.51]
yb.qq.com	[203.205.179.231 203.205.179.230]
hunan.qq.com	[0.0.0.1]
shouji.qq.com	[103.7.30.123]
miao.qq.com	[0.0.0.1]
zixun.qq.com	[0.0.0.1]
g2.qq.com	[0.0.0.1]
shenzhen.qq.com	[0.0.0.1]
yj.qq.com	[101.226.86.182 61.151.217.46]
22.qq.com	[0.0.0.1]
zg.qq.com	[203.205.158.63 203.205.158.62 203.205.158.60 203.205.158.61]
bq.qq.com	[103.7.30.72]
iy.qq.com	[0.0.0.1]
wx2.qq.com	[113.96.233.139 14.17.43.34]
ditu.qq.com	[203.205.128.186]
sanguo.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
gaokao.qq.com	[103.7.30.123]
qf.qq.com	[58.251.139.163]
zq.qq.com	[0.0.0.1]
zl.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
21.qq.com	[0.0.0.1]
opinion.qq.com	[0.0.0.1]
qp.qq.com	[0.0.0.1]
wxtest.qq.com	[203.205.143.159]
100.qq.com	[0.0.0.1]
openapi.qq.com	[203.205.219.231]
yd.qq.com	[203.205.142.162 203.205.151.243]
cmcc.qq.com	[101.226.86.182 61.151.217.46]
ou.qq.com	[0.0.0.1]
iphone.qq.com	[203.205.179.230 203.205.179.231]
qk.qq.com	[0.0.0.1]
qe.qq.com	[0.0.0.1]
jq.qq.com	[58.251.100.24]
qx.qq.com	[0.0.0.1]
qj.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
zd.qq.com	[203.205.179.230 203.205.179.231]
d5.qq.com	[0.0.0.1]
wq.qq.com	[0.0.0.1]
vo.qq.com	[0.0.0.1]
vr.qq.com	[119.29.180.96]
tq.qq.com	[203.205.179.230 203.205.179.231]
ry.qq.com	[0.0.0.1]
adx.qq.com	[121.51.132.57]
jipiao.qq.com	[0.0.0.1]
jiaju.qq.com	[203.205.151.47]
ay.qq.com	[0.0.0.1]
dq.qq.com	[0.0.0.1]
qo.qq.com	[0.0.0.1]
1314.qq.com	[112.90.78.171]
xw.qq.com	[203.205.151.47]
daohang.qq.com	[203.205.128.11]
xin.qq.com	[58.251.148.139 58.251.148.247]
fund.qq.com	[103.7.30.123]
notice.qq.com	[183.61.51.29]
fanyi.qq.com	[203.205.179.231 203.205.179.230]
sign.qq.com	[0.0.0.1]
unicom.qq.com	[101.226.86.182 61.151.217.46]
hlj.qq.com	[103.7.30.123]
agj.qq.com	[61.151.229.203 61.151.225.225]
aid.qq.com	[58.251.81.193]
b5.qq.com	[112.90.77.139]
gongyi.qq.com	[23.219.132.75]
51.qq.com	[0.0.0.1]
aie.qq.com	[0.0.0.1]
ym.qq.com	[203.205.138.20 203.205.138.21 203.205.158.65 203.205.158.64 203.205.158.58]
qn.qq.com	[0.0.0.1]
outlet.qq.com	[203.205.138.57 203.205.138.79 203.205.158.59 203.205.158.37 203.205.158.38]
anx.qq.com	[203.205.128.167]
topic.qq.com	[101.226.103.89]
dalian.qq.com	[203.205.151.47]
aow.qq.com	[0.0.0.1]
album.qq.com	[119.28.33.100]
fanli.qq.com	[219.133.60.197]
qw.qq.com	[0.0.0.1]
ql.qq.com	[58.247.214.157]
vip2.qq.com	[203.205.142.160]
vip1.qq.com	[203.205.142.160]
yi.qq.com	[0.0.0.1]
mgame.qq.com	[58.251.148.139 58.251.148.247]
shenyang.qq.com	[203.205.179.231 203.205.179.230]
t3.qq.com	[203.205.158.63 203.205.158.62 203.205.158.60 203.205.158.61]
aot.qq.com	[0.0.0.1]
atp.qq.com	[101.89.238.242]
avd.qq.com	[203.205.128.167]
axy.qq.com	[0.0.0.1]
awp.qq.com	[203.205.158.63 203.205.158.62 203.205.158.60 203.205.158.61]
bgc.qq.com	[0.0.0.1]
aoe.qq.com	[203.205.138.21 203.205.158.65 203.205.158.64 203.205.158.58 203.205.138.20]
bbq.qq.com	[0.0.0.1]
vy.qq.com	[101.226.86.182 61.151.217.46]
ayn.qq.com	[0.0.0.1]
bid.qq.com	[0.0.0.1]
apk.qq.com	[203.205.219.231]
blm.qq.com	[61.151.217.46 101.226.86.182]
bot.qq.com	[0.0.0.1]
avg.qq.com	[203.205.138.21 203.205.158.65 203.205.158.64 203.205.158.58 203.205.138.20]
byb.qq.com	[0.0.0.1]
bsw.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
bns.qq.com	[203.205.158.63 203.205.158.62 203.205.158.60 203.205.158.61]
bnn.qq.com	[0.0.0.1]
cdj.qq.com	[0.0.0.1]
byd.qq.com	[0.0.0.1]
aov.qq.com	[203.205.158.58 203.205.138.20 203.205.138.21 203.205.158.65 203.205.158.64]
bnb.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
chd.qq.com	[0.0.0.1]
cfx.qq.com	[203.205.158.63 203.205.158.62 203.205.158.60 203.205.158.61]
cfw.qq.com	[203.205.158.63 203.205.158.62 203.205.158.60 203.205.158.61]
cpm.qq.com	[58.251.80.193]
bsm.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
wd.qq.com	[203.205.128.167]
cok.qq.com	[0.0.0.1]
clx.qq.com	[0.0.0.1]
cul.qq.com	[203.205.151.47]
cdk.qq.com	[203.205.151.26]
cfg.qq.com	[0.0.0.1]
cji.qq.com	[203.205.158.63 203.205.158.62 203.205.158.60 203.205.158.61]
bzj.qq.com	[0.0.0.1]
daa.qq.com	[111.161.53.75]
cjo.qq.com	[0.0.0.1]
coa.qq.com	[203.205.147.197]
ddp.qq.com	[0.0.0.1]
ddz.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
cqb.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
cuc.qq.com	[183.232.88.156]
dgo.qq.com	[0.0.0.1]
dkf.qq.com	[203.205.158.60 203.205.158.61 203.205.158.63 203.205.158.62]
dmx.qq.com	[0.0.0.1]
cva.qq.com	[0.0.0.1]
dnf.qq.com	[203.205.158.61 203.205.158.63 203.205.158.62 203.205.158.60]
dhd.qq.com	[0.0.0.1]
dnw.qq.com	[0.0.0.1]
dmp.qq.com	[121.51.141.65]
ctx.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
dqy.qq.com	[203.205.158.63 203.205.158.62 203.205.158.60 203.205.158.61]
dsf.qq.com	[59.37.96.248]
dxq.qq.com	[0.0.0.1]
dsx.qq.com	[58.250.9.40]
dyq.qq.com	[203.205.158.63 203.205.158.62 203.205.158.60 203.205.158.61]
dzs.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
eim.qq.com	[112.90.77.139]
egc.qq.com	[112.90.77.139]
dzm.qq.com	[101.226.86.182 61.151.217.46]
dys.qq.com	[203.205.158.62 203.205.158.60 203.205.158.61 203.205.158.63]
fbs.qq.com	[101.226.103.89]
fav.qq.com	[163.177.90.19]
fep.qq.com	[193.112.39.116]
fai.qq.com	[58.251.81.29]
